character,degree_centrality,strength,eigenvector
HATE-MONGER II,0.0009318217114458767,10,5.3206289485772185e-05
PIGSKIN/,0.0015530361857431277,10,3.703449752048081e-05
SLUK,0.0015530361857431277,10,3.408592112352387e-05
GANYMEDE,0.0012424289485945023,10,1.2506520236327394e-05
LORD LEADER,0.0009318217114458767,10,4.298444843038099e-05
"RIFKIN, MARJORIE",0.0015530361857431277,10,1.159800838480812e-05
"KOWALSKI, TRISH",0.0015530361857431277,10,3.968811326850256e-05
CADAVER,0.0015530361857431277,10,1.159800838480812e-05
ANIMATOR II/,0.0015530361857431277,10,3.6971342955505014e-05
X'HOSS,0.0015530361857431277,10,7.171395436015503e-05
WHEELER,0.001397732567168815,10,5.460857924972628e-05
"JONES, WILLIAM",0.0015530361857431277,10,0.00019526915389377135
"BANNERJEE, DR.",0.0015530361857431277,10,1.9489398003425667e-05
GOG II,0.0015530361857431277,10,7.660091921774494e-05
"KARLSON, KAREN",0.0015530361857431277,10,4.024967420474521e-06
KESTRUS,0.0015530361857431277,10,7.47654571428285e-05
DRAGONUS,0.0015530361857431277,10,2.046879634416596e-05
WENDIGO V/ANDRE,0.001397732567168815,10,0.00012251820072900783
PLAZM,0.0015530361857431277,10,3.408592112352387e-05
BAAL,0.0007765180928715639,10,2.7241823239977214e-05
"REANDEAU, DR.",0.0015530361857431277,10,4.753382256764803e-05
"TIERS, MICHELLE",0.0007765180928715639,10,1.4797205977007542e-05
ATOM SMASHER/,0.0015530361857431277,10,7.895335603143479e-05
"CORDOVA, JUAN",0.0015530361857431277,10,1.159800838480812e-05
"BENNETT, DANNY",0.0015530361857431277,10,0.0002567977236183455
"BLACK, CYRUS",0.001397732567168815,10,8.502061231407018e-05
"FORTUNATO, MARY",0.0015530361857431277,10,4.670309308571815e-05
LIBRA III/,0.0015530361857431277,10,0.000339769307632097
"VERSCHLAGEN, FRAU",0.0015530361857431277,10,3.889648585046711e-05
"KILLDRAGON, HARMONY",0.0015530361857431277,10,8.08876565131863e-06
FLAME II,0.0015530361857431277,10,7.169588504688192e-05
NOVA 0:0,0.0015530361857431277,10,5.689367238516509e-05
DOOMSDAY MAN II,0.0015530361857431277,10,9.169768242362388e-05
HAV-ROGG,0.0015530361857431277,10,8.001713270163246e-07
SHADOWCASTER/,0.0010871253300201895,10,2.020259860746286e-05
GIN GENIE/BECKAH,0.0015530361857431277,10,3.408592112352386e-05
"STITHY, THEODORE",0.0010871253300201895,10,3.8955750414684035e-05
"GOTTFRIED, WILLIS",0.0015530361857431277,10,7.190487904609059e-05
"SILVERCLOUD, SAM",0.0007765180928715639,10,9.654366298236312e-06
SHALAK,0.0015530361857431277,10,0.00010157922557160648
MEGA MAX/,0.0015530361857431277,10,3.703449752048081e-05
"ROMITA, JOHN",0.0015530361857431277,10,3.18137708177973e-05
BLISS,0.0015530361857431277,10,7.516089175846211e-05
"CURZON, DETECTIVE IN",0.0009318217114458767,10,0.0001825745925024904
NINGAL,0.0009318217114458767,10,3.988330994123386e-05
"RANIER, MIKE",0.0015530361857431277,10,7.305612564317506e-05
ZEITGEIST II/AXEL CL,0.0015530361857431277,10,3.408592112352387e-05
"SOTO, BERNARD",0.0015530361857431277,10,0.00014719241939261388
"FOGG, ARCHIMEDES ARC",0.0015530361857431277,10,6.593037723549341e-05
"FOX, PHIL",0.0007765180928715639,10,1.6305980451961705e-05
BLOCKBUSTER/,0.001397732567168815,10,0.0002177602819024813
"CARLTON, JAKE",0.0015530361857431277,10,6.045328471210425e-05
RECKLESS ERIC/,0.0015530361857431277,10,3.703449752048081e-05
MR. SCRATCH,0.0007765180928715639,10,1.682173764086192e-05
"CARDINALE, CARLOS",0.0015530361857431277,10,4.024967420474521e-06
"RILEY, MARIEL",0.0009318217114458767,10,4.559069632442768e-06
JURIAS,0.0015530361857431277,10,1.254338736778201e-05
"CARLTON, LUCY",0.0015530361857431277,10,6.045328471210425e-05
TYN-DARMUTH,0.0015530361857431277,10,1.254338736778201e-05
FRANKENSURFER/BORGO,0.0015530361857431277,10,4.260193466207128e-05
DUCHARME,0.0006212144742972511,10,2.9819111660604983e-06
"OXNARD, PHIL",0.0015530361857431277,10,8.044924188769411e-05
"PATTERSON, JACK",0.0015530361857431277,10,7.305612564317506e-05
HAMMER II/,0.0015530361857431277,10,2.5073163174307777e-05
VIDAR,0.0015530361857431277,10,7.936607184250906e-05
VANCE REBUS/,0.0015530361857431277,10,3.703449752048081e-05
"ZOLA, ARNIM II",0.0015530361857431277,10,5.37528520121711e-05
"BREWER, DR. MELINDA",0.0006212144742972511,10,2.5438725226429077e-05
AGON,0.0015530361857431277,10,6.532763149808931e-05
"SAPIR, HERSCHEL",0.0015530361857431277,10,5.466764615863358e-05
TRAVELER,0.0015530361857431277,10,2.1159644004872693e-05
MEME,0.0015530361857431277,10,0.00017904042831564003
PLASMA WRAITH,0.0015530361857431277,10,4.769135980406485e-05
BOUNCER,0.0015530361857431277,10,7.516089175846211e-05
SOULFIRE/JASON MALDO,0.0009318217114458767,10,4.559069632442768e-06
CINDER/,0.0015530361857431277,10,3.697134295550501e-05
ARIANE,0.0007765180928715639,10,3.258448294818618e-06
PAVANE,0.0010871253300201895,10,1.7601967926837293e-06
MILLENNIUM MONARCH,0.0015530361857431277,10,7.171395436015503e-05
TRICKSTER,0.0015530361857431277,10,7.15616821446143e-06
"MCGIVENEY, BULL",0.0015530361857431277,10,9.09870288971359e-05
DR. STRANGE DOPPELGA,0.0015530361857431277,10,9.482098165834626e-05
"PETRIE, JUDGE RICHAR",0.0015530361857431277,10,8.672275741919469e-05
"DENNEHY, ROBERT",0.0015530361857431277,10,2.7260746798378704e-05
"BOWDEN, DENNIS",0.0015530361857431277,10,1.3644745897083395e-05
"DENNAGER, MICHAEL",0.0015530361857431277,10,4.9023679866251975e-05
HARMONY,0.0015530361857431277,10,0.0001085278230724269
MARISTA,0.0015530361857431277,10,6.532763149808931e-05
SANDY,0.0009318217114458767,10,7.576800823458541e-05
MONGU,0.0015530361857431277,10,4.5128153027589195e-05
ELAMRON,0.0015530361857431277,10,3.276991402634368e-05
"WERNER, P.D.Q.",0.0012424289485945023,10,2.3508681629834264e-05
PILGRIMM,0.0015530361857431277,10,0.00014495290683104906
"DON, GAI NO",0.0009318217114458767,10,1.0727428658350981e-05
GRUX,0.0015530361857431277,10,1.254338736778201e-05
"FORTUNATO, JAMES",0.0015530361857431277,10,4.670309308571815e-05
SANGRE/JULIA CONCEPC,0.0015530361857431277,10,1.3644745897083395e-05
"HECK, DON",0.0015530361857431277,10,3.18137708177973e-05
RINTRAH DOPPELGANGER,0.0015530361857431277,10,9.482098165834626e-05
BURNING PUDDLE,0.0015530361857431277,10,0.0001085278230724269
"GRIMM, PETUNIA PENNY",0.0015530361857431277,10,0.00028958651953404907
CHAMBLISS,0.0015530361857431277,10,1.0211498665225409e-05
CLEARCUT/,0.0015530361857431277,10,1.8979350187787014e-05
"BIGGERS, MELVIN",0.0015530361857431277,10,8.617421034503946e-05
"SCOTT, PARIS",0.0015530361857431277,10,4.024967420474521e-06
KHAT,0.0009318217114458767,10,4.271183188203506e-05
"SEVERIN, MARIE",0.0015530361857431277,10,3.18137708177973e-05
MISS SACCHARINE,0.0015530361857431277,10,0.0001085278230724269
"D'ALEXIS, AMBER",0.0015530361857431277,10,0.00011129786349295509
ZOTA,0.0012424289485945023,10,5.154321091286376e-05
"TRIMPE, HERB",0.0015530361857431277,10,3.181377081779731e-05
"THOMAS, KIM HO TWAE",0.0015530361857431277,10,1.9798314572643e-05
UNICORN III/,0.0015530361857431277,10,5.05348574441899e-06
"MENDOSA, EMILIO",0.0006212144742972511,10,4.378350613739069e-07
"SCHUYLER, DR. REBECC",0.0015530361857431277,10,2.3276176628909973e-05
RYNDA,0.0015530361857431277,10,6.532763149808931e-05
"TAKAHASHI, REI",0.0015530361857431277,10,6.907150025344668e-05
MUNSON,0.0015530361857431277,10,1.0211498665225409e-05
"HAWLEY, PAMELA",0.0015530361857431277,10,9.09870288971359e-05
"RILEY, KIM",0.0009318217114458767,10,4.559069632442768e-06
"LIPTON, TRENTON III",0.0015530361857431277,10,4.024967420474521e-06
"ROWEN, MIKE",0.0015530361857431277,10,2.788746941362949e-05
"MALONE, JULIUS",0.0015530361857431277,10,4.895552209892935e-06
BATTERING RAM,0.0015530361857431277,10,3.408592112352387e-05
MOBIUS,0.0015530361857431277,10,0.0002883339124710398
GRID,0.0015530361857431277,10,7.936607184250907e-05
QUIET BILL,0.001397732567168815,10,0.00011520100904816116
BRAIN CELL/,0.0015530361857431277,10,0.00017904042831564003
"STAPHOS, DR. MONICA",0.0015530361857431277,10,5.339764723016349e-05
"HARDY, MORGAN MACNEI",0.0012424289485945023,9,0.00031632387586150146
SILVER FOX/BAYAN,0.0007765180928715639,9,4.5772477832631815e-05
SUPER-ANDROID F-4,0.0012424289485945023,9,0.00022224117849508875
"DAVIS, ABBY",0.001397732567168815,9,0.00025673476376844925
"PORTER, KIM",0.001397732567168815,9,1.2363912079904458e-05
"LESTRADE, DR.",0.001397732567168815,9,9.014283271913427e-05
MAUVIUS,0.001397732567168815,9,0.00011048145170918788
DR. ZEUS,0.001397732567168815,9,6.885733203023125e-05
"BUCKMAN, EDWARD",0.001397732567168815,9,7.6752619180237e-06
"MULLANY, MIKE",0.0012424289485945023,9,7.751022554430927e-05
GRIFFIN III,0.001397732567168815,9,1.1973817281070523e-05
"SAGE, HENRY",0.001397732567168815,9,4.2728986085737887e-05
CYCLOPS 2013,0.001397732567168815,9,8.34041618860333e-06
GLITTER/,0.001397732567168815,9,2.560475727075395e-05
THOUSAND,0.0007765180928715639,9,0.00012479961397392344
MAN-OF-WAR,0.001397732567168815,9,3.0011160831843843e-05
NOMAD II/EDWARD FERB,0.0010871253300201895,9,0.0003022894595924023
UNDERTAKER/CONRAD EI,0.001397732567168815,9,8.499997679920077e-05
"LIN, MEI",0.001397732567168815,9,1.524754319350359e-06
ARMADA,0.001397732567168815,9,0.00012289030803761078
"PIERSON, FRED",0.00046591085572293835,9,1.2468057165867065e-06
SAMMAEL,0.001397732567168815,9,1.2363912079904458e-05
ANANASTASIA/ANNA,0.00046591085572293835,9,1.2468057165867065e-06
TRI-SENTINEL,0.0009318217114458767,9,9.882015153090323e-05
"PULASKI, JOSEPHINE J",0.001397732567168815,9,8.70660542241141e-05
"MCCORMICK, FIONA",0.001397732567168815,9,1.524754319350359e-06
ARMAZIEL,0.001397732567168815,9,1.2363912079904458e-05
MICHELLE,0.001397732567168815,9,9.533806841804862e-06
"CROMWELL, HAMILTON",0.001397732567168815,9,5.4844718164638244e-05
"HATORI, DESMOND",0.001397732567168815,9,2.2798189129110733e-05
"TENG, NIKKI",0.001397732567168815,9,1.2961676550733743e-06
SHADOW QUEEN/SHIALMA,0.0007765180928715639,9,4.5772477832631815e-05
MINOTAUR III,0.001397732567168815,9,6.885733203023125e-05
TAREVA,0.001397732567168815,9,3.573828437587751e-05
CRIMEWAVE/,0.0007765180928715639,9,7.219763913455236e-05
VOGEL,0.001397732567168815,9,2.544417870786545e-05
"HINDS, PATRICK",0.001397732567168815,9,1.8668674464345507e-05
K'RIN,0.001397732567168815,9,0.00013062227702991794
"ROSSIN, DR.",0.0009318217114458767,9,0.00019099257181166092
ANTIBODY,0.001397732567168815,9,2.560475727075395e-05
"REISS, JACOB",0.0007765180928715639,9,7.489143676257927e-05
"TAUREY, SIR WILLIAM",0.0007765180928715639,9,0.00013580463884348435
HARPY II,0.001397732567168815,9,6.885733203023125e-05
BASILISK II,0.001397732567168815,9,1.1973817281070523e-05
"DANVERS, JOE",0.0012424289485945023,9,8.144946594255655e-05
RAMAN,0.001397732567168815,9,9.247007510845848e-05
COPPERHEAD/LAWRENCE,0.0009318217114458767,9,5.953099048285095e-05
CRITICAL MASS,0.0007765180928715639,9,0.00014221190682712072
"DELGADO, LUZ",0.001397732567168815,9,1.524754319350359e-06
ACROBAT/CARL ZANTE,0.0009318217114458767,9,0.00045179878067146633
"YEE, WAI CHEE",0.001397732567168815,9,3.573828437587752e-05
NIGHT PHANTOM II,0.0007765180928715639,9,0.00018053599810776135
"HARRAS, BOB",0.001397732567168815,9,0.00013166252976550723
"LOPEZ, SALMA",0.001397732567168815,9,4.2728986085737887e-05
BOSHLOVOR,0.001397732567168815,9,0.00019687723942921184
INNOCENT,0.001397732567168815,9,7.152845150423287e-06
"VON FRANKENSTEIN, BA",0.001397732567168815,9,8.018616881664218e-05
"PACE, MICHAEL",0.001397732567168815,9,0.00010708043590336103
PAPA GRANITE,0.001397732567168815,9,1.9686076242858792e-05
"TREVANI, DANIKA",0.001397732567168815,9,1.524754319350359e-06
REBO,0.001397732567168815,9,6.711137867873873e-05
"KALE, NAOMI",0.001397732567168815,9,7.048070315200437e-06
"PENDRAGON, ARTHUR",0.001397732567168815,9,0.00012622274154878128
EXECUTIONER V,0.001397732567168815,9,3.232658894517585e-05
"LOPEZ, MARIA",0.001397732567168815,9,4.2728986085737887e-05
"WESTPHAL, SIMON",0.001397732567168815,9,0.0001861895063945353
"RIDGE, CHRISTINA DEV",0.001397732567168815,9,3.4226130585224255e-05
"NORTH, RICKY",0.0006212144742972511,9,4.255293029119757e-05
"RIESER, ROB",0.001397732567168815,9,2.433393301704661e-05
MAJOR MAPLELEAF/LOUI,0.001397732567168815,9,3.186163272776966e-05
"SMITH, HELEN BACK",0.001397732567168815,9,6.711137867873873e-05
KALUU,0.0010871253300201895,9,9.390744290700593e-05
"GOULDING, DR.",0.001397732567168815,9,4.060735888493327e-05
"HARRISON, COL. EDWAR",0.001397732567168815,9,0.00010807790190087518
BLACK MORAY,0.0007765180928715639,9,5.1193512632326056e-05
ANGEL 2013,0.001397732567168815,9,8.34041618860333e-06
MAESTRO,0.0012424289485945023,9,7.378078626384218e-05
"CURSON, LT. TARA",0.0009318217114458767,9,0.00013984751799801088
TUVO,0.0007765180928715639,9,3.13658666755066e-05
GAR-TOOM,0.0007765180928715639,9,2.852436145876864e-05
SHALLA BAL,0.0012424289485945023,9,5.1278893114883664e-05
CURSED LOTUS,0.0007765180928715639,9,1.3274253945277555e-06
KASTYX,0.0006212144742972511,9,2.3554093787767044e-05
MEDUSA II,0.001397732567168815,9,6.885733203023125e-05
"WEAVER, ZEKE",0.001397732567168815,9,2.406740909882731e-05
DAGDA,0.001397732567168815,9,3.490361341110723e-05
KURRGO,0.0009318217114458767,9,0.00041435087393743486
"VAN NUYS, PROF. RODE",0.001397732567168815,9,9.014283271913427e-05
MAJOR LOVE,0.001397732567168815,9,6.574644533169778e-05
"MARX, DR.",0.001397732567168815,9,7.49606200981241e-05
BLUR,0.001397732567168815,9,2.560475727075395e-05
"CHAN, SARAH",0.001397732567168815,9,0.00012928776198134283
CAPTAIN MANHATTAN,0.001397732567168815,9,2.560475727075395e-05
OLALLA,0.0012424289485945023,9,5.875936389026306e-06
"CHAPMAN, GEN. ULYSSE",0.0012424289485945023,9,0.00014954079848196922
"GANNON, SGT. FRANK",0.001397732567168815,9,4.2728986085737887e-05
"WHITE, PROFESSOR",0.001397732567168815,9,2.7688200149349232e-06
CERBERUS II,0.001397732567168815,9,6.885733203023125e-05
"NAIP, SYNTHIA",0.001397732567168815,9,0.00017318910466542262
"RAMOS, MANUEL",0.001397732567168815,9,2.514670730846302e-05
NIRA,0.001397732567168815,9,1.0903809940778444e-05
"DIEGO, MANUEL",0.001397732567168815,9,3.573828437587752e-05
"JONES, ARMAND",0.001397732567168815,9,9.26785465422076e-05
"VON DOOM, CYNTHIA",0.001397732567168815,9,3.573828437587752e-05
EXITAR,0.0007765180928715639,9,0.00015801846691579786
SAMSON,0.001397732567168815,9,4.900911011582124e-05
BELLE,0.001397732567168815,9,2.322861371138013e-05
"DE LA JOYA, SISTER M",0.001397732567168815,9,9.351517586398071e-05
NULLITRON,0.001397732567168815,9,7.818174583113481e-05
SPHINX III,0.001397732567168815,9,6.885733203023125e-05
KEEPER OF THE COMICS,0.001397732567168815,9,3.1375520961754764e-05
STAR THIEF II,0.001397732567168815,9,0.00010630306091225753
"LOPEZ, ANTONIO",0.001397732567168815,9,4.2728986085737887e-05
BEAST 2013,0.001397732567168815,9,8.34041618860333e-06
"TENNYSON, JACOB",0.001397732567168815,9,0.0002763035347539799
"BRADDOCK, JOHN",0.001397732567168815,9,7.6752619180237e-06
STRANGE,0.0012424289485945023,9,6.488303045405636e-05
"SMITH, ANDY",0.001397732567168815,9,6.711137867873873e-05
"GREEN, JAMES",0.0007765180928715639,9,0.00013580463884348435
NIGHTCRAWLER 2013,0.001397732567168815,9,8.34041618860333e-06
CRIMSON DYNAMO/PROF.,0.0009318217114458767,9,0.00014613132114109736
CARETAKER,0.001397732567168815,9,2.041230230255209e-05
HELLFIRE/MIKAL DRAGO,0.0007765180928715639,9,1.7160910477991125e-05
"DRISCOLL, MAYOR",0.001397732567168815,9,1.0903809940778444e-05
DANTE,0.001397732567168815,9,0.00012289030803761078
"BUCHETTO, SALVATORE",0.001397732567168815,9,4.108313253257292e-05
"WEALS, MELVIN J.",0.001397732567168815,9,6.711137867873873e-05
MORETTI,0.001397732567168815,9,4.2948525558609994e-05
IDNAR,0.001397732567168815,9,6.0695955322369225e-06
"LOPEZ, JOSE",0.001397732567168815,9,4.2728986085737887e-05
SMASHER III,0.001397732567168815,9,2.467796494097519e-05
JASMINE,0.001397732567168815,9,2.322861371138014e-05
"DRAKE, MALCOLM",0.001397732567168815,9,6.286435775321677e-05
AL-KHALAD,0.0007765180928715639,9,3.1365866675506605e-05
MILLENIUS,0.001397732567168815,9,0.00030389647082969506
"BLOODVESSEL, BUSTA",0.00046591085572293835,9,1.2468057165867065e-06
RAVENWOOD,0.001397732567168815,9,1.9792138501841963e-05
RAZORFIST,0.0007765180928715639,9,1.5977261257684632e-06
"FILLMORE, BETTY",0.0012424289485945023,8,3.16781159869339e-06
"BLAKE, KENT",0.0012424289485945023,8,7.087324856277419e-05
PSYLOCKE 2013,0.0012424289485945023,8,4.1010818538837575e-06
ZOOG [KYMELLIAN],0.0012424289485945023,8,1.980685314309623e-05
"PYRAKH, COMMANDER",0.0012424289485945023,8,1.2530936035353152e-05
CAPTAIN BRITAIN 2013,0.0012424289485945023,8,4.1010818538837575e-06
"REYNOLDS, DR.",0.0012424289485945023,8,0.000134917615462635
DRACCHISS,0.0012424289485945023,8,2.356953640143329e-06
"TENKO, CARTER",0.0006212144742972511,8,8.282441518451988e-05
"SOMERS, JOHNATHAN",0.0012424289485945023,8,1.894700116591489e-05
NIGHTFIGHTER/,0.0012424289485945023,8,2.041835323987967e-06
"LYTH'KA, COMMANDER",0.0012424289485945023,8,7.83485505475572e-07
"FRANKENSTEIN, BASIL",0.0012424289485945023,8,9.6939673911423e-05
TULL,0.0012424289485945023,8,7.142473884151265e-06
"DEPALMA, MR.",0.0012424289485945023,8,0.000134917615462635
"WISDOM, PETE 2013",0.0012424289485945023,8,4.101081853883757e-06
IKARYS,0.0012424289485945023,8,4.211709426865428e-05
"WISDOM, HAROLD",0.0006212144742972511,8,3.044661399078816e-05
"LILLIAN, BEA",0.0012424289485945023,8,3.16781159869339e-06
VAVELLA,0.0012424289485945023,8,7.83485505475572e-07
"MERIDIAN, DR. ROBERT",0.0006212144742972511,8,5.999686693774939e-06
"GREEN, ARNIE",0.0007765180928715639,8,4.160909826584428e-05
LIVING ERASER,0.0012424289485945023,8,0.0001926274278823071
DOUGLOCK 2013,0.0012424289485945023,8,4.1010818538837575e-06
"DEZOAN, JOHN",0.0007765180928715639,8,8.260390064964077e-05
DARK ONE,0.0012424289485945023,8,0.00016396030929311526
LOBO II,0.0010871253300201895,8,1.896848071640082e-05
"BARTON, SEN.",0.0012424289485945023,8,6.825267180051521e-05
KAREL,0.0012424289485945023,8,0.00016331751114980595
"WESTON, SALLY",0.0006212144742972511,8,5.459180800870695e-05
VOID,0.0012424289485945023,8,0.0002619020372913251
"STACY, HELEN",0.0012424289485945023,8,3.817921992694035e-05
"CALKIN, SUSAN",0.0012424289485945023,8,2.435004151669953e-05
ULTIMA,0.0010871253300201895,8,0.00016075234684127183
"GEORGE, DAVID LLOYD",0.0012424289485945023,8,9.733775498147491e-05
"FOGELSTROM, HIRAM",0.0012424289485945023,8,3.021559252837687e-05
AKULIA,0.0007765180928715639,8,2.7449904990774903e-06
"HOYT, TONY",0.0012424289485945023,8,2.435004151669953e-05
BLOODWING [SHI'AR],0.0012424289485945023,8,1.980685314309623e-05
CREEP/,0.0012424289485945023,8,6.501259983790882e-05
"MANTONE, JORGE",0.0012424289485945023,8,9.266762488670072e-06
"MCKNIGHT, BOB",0.0012424289485945023,8,0.00023062020540620608
"CLINTON, CHELSEA",0.0012424289485945023,8,5.97527276296268e-05
"MCMURRAY, YVONNE",0.0012424289485945023,8,8.000046182366124e-07
REQUIEM/,0.0012424289485945023,8,0.00011885626709948042
WORD,0.0010871253300201895,8,0.00016075234684127183
CRIME-WAVE/HOLLIS,0.0009318217114458767,8,3.9212057529554617e-05
"WENTWORTH, JENNIFER",0.0012424289485945023,8,3.333228243134644e-05
MODEM/,0.0012424289485945023,8,2.0992790942874647e-05
TALISMAN III/NAHITA,0.0012424289485945023,8,2.3491105885916764e-05
HALLOWEEN JACK,0.0012424289485945023,8,3.0215592528376873e-05
WHITE BIRD/AMARA,0.0012424289485945023,8,2.041835323987967e-06
TURMOIL,0.0012424289485945023,8,0.00014050780345100587
"EPSTEIN, MORRIS",0.0012424289485945023,8,8.000046182366124e-07
DESOLATION/,0.0012424289485945023,8,0.00011885626709948043
SHIVA,0.0012424289485945023,8,0.0001505299431156978
"NASH, JOHN JOHNNY TH",0.0012424289485945023,8,6.422602398006109e-05
SISTER MARIA,0.0012424289485945023,8,7.605336518496743e-05
"KRAFT, DONNA",0.0012424289485945023,8,2.0992790942874647e-05
"HEDERMAN, LOTTIE",0.0006212144742972511,8,8.282441518451988e-05
THINGEE,0.0012424289485945023,8,3.1678115986933904e-06
"MYLZOB'RYN, CHIEF",0.0012424289485945023,8,7.83485505475572e-07
BEAR/,0.0012424289485945023,8,6.271092110881174e-06
NUTT,0.0012424289485945023,8,3.1678115986933904e-06
TECHNOCRAT/RANDY,0.0012424289485945023,8,2.041835323987967e-06
NURIL,0.0012424289485945023,8,1.2530936035353152e-05
KARMA 2013,0.0012424289485945023,8,4.1010818538837575e-06
"RAMOS, ROGER",0.0012424289485945023,8,0.0002306202054062061
"DRUMM, COLLETTE",0.0012424289485945023,8,4.2261855762854365e-05
"GATZ, WILLIAM BILLY",0.0012424289485945023,8,4.238011498194438e-05
"JARDINE, AMANDA",0.0006212144742972511,8,3.044661399078816e-05
"PIKE, FRISCO",0.0012424289485945023,8,2.249725656929066e-05
"EPSTEIN, MRS.",0.0012424289485945023,8,8.000046182366124e-07
"MIFUNE, DR.",0.0012424289485945023,8,0.00014669786525611136
"RADD, FENNAN",0.0006212144742972511,8,4.183079376253474e-05
"WATSON, TOMMY",0.0012424289485945023,8,5.932753722449232e-05
COPPERHEAD IV/,0.0012424289485945023,8,5.141132985624199e-05
LAMENT/,0.0012424289485945023,8,0.0001188562670994804
"EPSTEIN, PROF. NORA",0.0012424289485945023,8,2.767461691861819e-06
"NASH, SABRINA",0.0012424289485945023,8,6.422602398006109e-05
"SUMMERS, DEBORAH",0.0012424289485945023,8,0.00010479204216196224
BRAHAMS,0.0012424289485945023,8,1.0901130719664276e-05
"LEIGHTON, BRIAN",0.0006212144742972511,8,5.999686693774939e-06
"DOCTOR, DR. JOSHUA",0.0012424289485945023,8,3.1678115986933904e-06
WILLIAMS JOHN,0.0012424289485945023,8,7.142473884151265e-06
"WILLIFORD, BRENT",0.0012424289485945023,8,5.746847439129325e-05
AZURE,0.0012424289485945023,8,0.00010497665369420394
"MCBRIDE, MARTHA",0.0012424289485945023,8,4.5424780307356724e-05
"MANNING, JANICE",0.0006212144742972511,8,8.287403677566936e-07
"BAYLOR, FRANK",0.0012424289485945023,8,8.000046182366124e-07
"KITAGOWA, DR. KITTY",0.0012424289485945023,8,9.6939673911423e-05
"GALE, SHERIFF",0.0012424289485945023,8,3.16781159869339e-06
"FENTON, BARNEY",0.0012424289485945023,8,4.954895435149668e-05
"PAINE, DR.",0.0007765180928715639,8,7.554980001488617e-05
WOLFSBANE 2013,0.0012424289485945023,8,4.1010818538837575e-06
"GANGER, CARMEN",0.0012424289485945023,8,6.050047382714235e-05
"CLARIS, SVEN",0.0009318217114458767,8,4.735862318167838e-05
KALI,0.0012424289485945023,8,0.00016552055628407317
"ABBOTT, JACK",0.0012424289485945023,8,5.141132985624199e-05
"ROGERS, W.T.",0.0012424289485945023,8,5.975272762962679e-05
OTHER II,0.0012424289485945023,8,2.8627547455463438e-05
SHUMA-GORATH,0.0006212144742972511,8,5.730817212067828e-05
KATHAR,0.00046591085572293835,8,1.4444705985437537e-05
WATCHDOG,0.0012424289485945023,8,0.0002619020372913251
"THOMAS, JEANIE",0.0012424289485945023,8,4.4237534059541345e-05
"SUMMERS, PHILIP",0.0012424289485945023,8,0.00010479204216196223
PROGENITOR,0.0012424289485945023,8,3.333228243134644e-05
"WEISENTHAL, DR. JONA",0.0012424289485945023,8,4.2261855762854365e-05
CARLY,0.0012424289485945023,8,5.5107837466797895e-05
BRAINSTORM/,0.0006212144742972511,8,0.0001453817214903009
"MCPHAIL, NATALIE",0.0012424289485945023,8,2.4492066749650656e-05
LORVEX,0.0007765180928715639,8,0.00010306788587975289
CHECK,0.0012424289485945023,8,3.448687169735387e-06
"BENNY, JAKE",0.0012424289485945023,8,3.16781159869339e-06
"BARROWS, WALTER",0.0012424289485945023,8,3.7224280743230665e-06
"FILLMORE, GARRET",0.0012424289485945023,8,3.1678115986933904e-06
"LOPEZ, ANGELA",0.0012424289485945023,8,2.471545052962006e-06
LOCKHART,0.0012424289485945023,8,3.014996395256291e-05
HETH'SA,0.0012424289485945023,8,1.3822065154106847e-05
PIRANHA II/,0.0006212144742972511,8,3.950999296158334e-06
"RICHMOND, DELROY",0.0012424289485945023,8,2.4492066749650656e-05
TARGET,0.00046591085572293835,8,0.0001085353868778034
"CARR, DAN",0.0012424289485945023,8,5.5107837466797895e-05
"MCCULLOUGH, DR. ANDR",0.0012424289485945023,8,5.746847439129325e-05
MADAME ROSE,0.0012424289485945023,8,4.910814631483661e-06
HEATER DELIGHT,0.0009318217114458767,8,4.560758489518359e-05
HOUSE OF SHADOWS,0.0010871253300201895,8,3.58841725557583e-05
ARVAK,0.0012424289485945023,8,4.211709426865428e-05
MEGGAN 2013,0.0012424289485945023,8,4.1010818538837575e-06
TANGERINE 2013,0.0012424289485945023,8,4.1010818538837575e-06
MARIK,0.0012424289485945023,8,4.567533629546902e-05
"BARKER, MATTHEW T.",0.0012424289485945023,8,2.4801404100486417e-06
"AKUTAGAWA, OSAMU",0.0012424289485945023,8,0.00029987209939988965
"SEVILLE, STACY",0.0012424289485945023,8,2.4801404100486417e-06
KALADAR [SHI'AR],0.0012424289485945023,8,1.980685314309623e-05
BYRRAH | HEROES REBO,0.0007765180928715639,8,3.1358177879384786e-05
HINKLEY,0.0012424289485945023,8,3.1891227841093516e-05
"FITZGERALD, KENNY",0.0012424289485945023,8,5.141132985624199e-05
"WU, SONIA",0.0012424289485945023,8,3.7224280743230665e-06
HYPNO-HUSTLER/,0.0012424289485945023,8,6.142516957939518e-05
"HARVEY, SUE",0.0012424289485945023,8,0.0002306202054062061
"WILMOTT, DR. KEITH",0.0007765180928715639,8,3.8495189128545456e-05
TU,0.0012424289485945023,8,0.00016331751114980595
"CAMBRIDGE, MOXIE",0.0012424289485945023,8,2.231832789355602e-05
BLOODHOUND/,0.0012424289485945023,8,2.0992790942874647e-05
"FUJIKAWA, KENJIRO",0.0012424289485945023,8,7.232423617843593e-05
